,booth,total_ridership_Monday,total_ridership_Tuesday,total_ridership_Wednesday,total_ridership_Thursday,total_ridership_Friday,total_ridership_Saturday,total_ridership_Sunday
27,125 ST_R305,4982.307692307692,5229.666666666667,5402.410256410257,5567.076923076923,5409.025641025641,5042.717948717948,4201.205128205128
28,135 ST_N022,1801.8974358974358,1872.7692307692307,1943.2564102564102,1947.2564102564102,1911.076923076923,934.025641025641,776.2564102564103
29,135 ST_N023,3160.4102564102564,3197.153846153846,3305.2051282051284,3275.0,3478.871794871795,2026.1025641025642,1644.3076923076924
30,135 ST_N024,3776.897435897436,3932.076923076923,3983.230769230769,4122.25641025641,3896.8205128205127,1716.076923076923,1297.2564102564102
31,135 ST_R306,7956.710526315789,8152.684210526316,8167.184210526316,8315.21052631579,8360.28947368421,7864.0,6403.263157894737
32,135 ST_R307,5775.315789473684,6286.684210526316,6209.9473684210525,6522.9473684210525,6303.184210526316,4323.897435897436,3619.2631578947367
33,137 ST CITY COL_R175,5258.4358974358975,4985.871794871795,5105.461538461538,5027.666666666667,5746.615384615385,5027.307692307692,4702.897435897436
34,137 ST CITY COL_R176,7276.538461538462,7430.897435897436,7409.025641025641,7253.153846153846,7753.025641025641,7217.974358974359,6662.4358974358975
35,138/GRAND CONC_R259,5992.48717948718,6230.051282051282,6316.717948717948,6426.871794871795,6215.897435897436,3597.74358974359,2506.5897435897436
36,14 ST-UNION SQ_A033,4096.333333333333,3762.4358974358975,3946.974358974359,3691.1794871794873,4289.615384615385,5951.717948717948,8227.97435897436
37,14 ST-UNION SQ_A034,7118.128205128205,7824.5641025641025,7449.51282051282,7459.2307692307695,8197.051282051281,8487.461538461539,10539.307692307691
38,14 ST-UNION SQ_A035,2586.5384615384614,2841.3333333333335,3071.4102564102564,3124.3333333333335,3296.846153846154,6661.076923076923,6444.051282051282
39,14 ST-UNION SQ_A037,3530.076923076923,2259.051282051282,1945.5128205128206,1860.3589743589744,2016.3589743589744,2784.076923076923,2869.8205128205127
40,14 ST-UNION SQ_R221,8394.897435897436,8929.307692307691,8078.153846153846,7891.153846153846,8932.051282051281,8733.692307692309,10956.128205128205
41,14 ST_N078,6942.897435897436,7397.974358974359,7614.641025641025,7087.51282051282,7488.666666666667,9879.564102564103,12211.102564102564
42,14 ST_N510,4662.051282051282,4733.615384615385,4432.461538461538,4590.4358974358975,5201.2307692307695,3301.7179487179487,2556.5128205128203
43,14 ST_N511,4034.7948717948716,4734.7692307692305,4787.333333333333,4682.2307692307695,4874.0,3895.8205128205127,2773.6153846153848
44,14 ST_N512,5624.282051282052,6036.461538461538,5939.717948717948,6002.794871794872,6182.051282051282,8296.205128205129,7106.846153846154
45,14 ST_N513,4277.351351351352,4593.783783783784,4613.945945945946,4621.868421052632,4911.315789473684,3477.108108108108,2810.2432432432433
46,14 ST_R127,8664.153846153846,9134.48717948718,9297.51282051282,9106.51282051282,9299.641025641025,9812.74358974359,9332.0
47,14 ST_R128,9444.153846153846,10212.948717948719,10494.74358974359,10845.23076923077,10991.871794871795,8056.794871794872,6899.48717948718
48,145 ST_N019,3094.846153846154,2614.2631578947367,2690.3684210526317,2444.157894736842,2772.7105263157896,4038.6666666666665,4915.0
49,145 ST_N020,5935.846153846154,6056.473684210527,5759.631578947368,5732.6578947368425,6474.973684210527,10535.23076923077,12386.23076923077
50,145 ST_R177,3443.051282051282,3280.923076923077,3166.846153846154,3255.230769230769,3288.2051282051284,3418.5897435897436,3409.1794871794873
51,145 ST_R178,5777.128205128205,5828.871794871795,5951.025641025641,6038.589743589743,5929.871794871795,4969.538461538462,4410.051282051282
52,145 ST_R308,3469.4358974358975,3549.8205128205127,3610.5897435897436,3711.6666666666665,3654.3076923076924,2092.8205128205127,1557.4102564102564
53,149/GRAND CONC_R260,2358.4871794871797,2509.6666666666665,2497.846153846154,2485.2051282051284,2558.7948717948716,2878.076923076923,2448.153846153846
54,149/GRAND CONC_R261,2743.3333333333335,3276.25641025641,3342.153846153846,3339.5128205128203,3693.923076923077,5336.974358974359,6359.128205128205
55,14TH STREET_PTH11,8956.871794871795,9103.794871794871,9134.538461538461,9303.74358974359,9912.692307692309,10779.128205128205,9003.23076923077
56,15 ST-PROSPECT_N541,3192.974358974359,3310.948717948718,3448.4102564102564,3472.7179487179487,3371.4102564102564,2598.6923076923076,2110.4615384615386
57,15 ST-PROSPECT_N542,5531.333333333333,5464.051282051282,5792.358974358975,5874.974358974359,6286.538461538462,3462.4615384615386,2718.5128205128203
58,155 ST_N017,5147.384615384615,5395.205128205128,5496.384615384615,5590.692307692308,5480.871794871795,3691.4102564102564,3171.153846153846
59,155 ST_N202,5382.641025641025,5359.461538461538,5318.897435897436,5434.897435897436,5572.641025641025,3791.358974358974,3082.4102564102564
60,157 ST_R179,3916.4358974358975,3758.74358974359,3753.5641025641025,3671.8205128205127,3739.6923076923076,3729.871794871795,3562.5897435897436
61,157 ST_R180,6173.820512820513,6036.589743589743,6121.205128205128,6077.384615384615,6153.717948717948,5084.410256410257,4535.5641025641025
62,161/YANKEE STAD_N203,8617.71794871795,9256.410256410256,8955.179487179486,9054.538461538461,8773.48717948718,8928.74358974359,7972.358974358975
63,161/YANKEE STAD_N205,6626.25641025641,6353.794871794872,6118.205128205128,6464.923076923077,6689.717948717948,5358.153846153846,4309.2307692307695
64,161/YANKEE STAD_R262,11572.179487179486,11978.820512820514,12412.794871794871,12551.641025641025,11662.897435897436,7915.5641025641025,5877.25641025641
65,161/YANKEE STAD_R262A,562.5135135135135,754.7837837837837,1209.1351351351352,941.2432432432432,658.0540540540541,2340.324324324324,1633.945945945946
66,161/YANKEE STAD_R262B,268.64864864864865,449.7027027027027,886.081081081081,711.9459459459459,537.4864864864865,1295.5135135135135,593.1081081081081
67,163 ST-AMSTERDM_N016A,5342.6551724137935,5561.357142857143,5753.5,5766.25,5767.964285714285,4355.275862068966,3813.655172413793
68,167 ST_N206,2714.5128205128203,2781.6666666666665,2786.846153846154,2824.230769230769,2842.6923076923076,1784.3333333333333,1477.974358974359
69,167 ST_N207,8409.179487179486,8361.153846153846,8667.461538461539,8802.435897435897,9138.461538461539,8121.128205128205,6716.666666666667
70,167 ST_R283,5590.25641025641,5074.461538461538,5286.333333333333,5009.076923076923,5688.333333333333,7557.461538461538,6450.974358974359
71,168 ST_N012,5592.358974358975,5742.051282051282,5733.4358974358975,5797.25641025641,5873.692307692308,5146.692307692308,4661.102564102564
72,168 ST_N013,7263.461538461538,7345.358974358975,7572.128205128205,7379.076923076923,7664.538461538462,6109.358974358975,4841.5641025641025
73,168 ST_R182,3886.6923076923076,4359.666666666667,4346.692307692308,4410.4358974358975,4766.358974358975,9674.0,8009.794871794872
74,169 ST_N340,5405.641025641025,5637.5641025641025,5767.128205128205,5889.5641025641025,5773.974358974359,3823.358974358974,2838.128205128205
75,169 ST_N340A,8364.794871794871,8615.51282051282,8706.74358974359,8882.820512820514,8932.846153846154,5436.615384615385,4141.974358974359
76,170 ST_N208,4892.641025641025,4927.205128205128,5067.948717948718,5100.4358974358975,5095.205128205128,3556.5128205128203,2765.102564102564
77,170 ST_N209,5517.153846153846,5579.897435897436,5656.2307692307695,5685.153846153846,5594.897435897436,3700.2820512820513,3005.897435897436
78,170 ST_R284,7042.74358974359,6838.589743589743,6945.2307692307695,6883.48717948718,7981.48717948718,8421.25641025641,6911.948717948718
79,174 ST_R321,3787.7179487179487,3853.051282051282,3791.6923076923076,4021.25641025641,4052.871794871795,3729.6666666666665,2952.4615384615386
80,174 ST_R322,3421.5641025641025,3224.230769230769,3345.3076923076924,3225.076923076923,3309.74358974359,3363.6153846153848,2615.641025641026
81,174-175 STS_N210,3712.769230769231,3786.769230769231,3799.3076923076924,3875.7948717948716,3770.842105263158,2613.923076923077,2060.153846153846
82,174-175 STS_N212,3552.0,3635.3846153846152,3697.74358974359,3714.128205128205,3595.7105263157896,2373.7179487179487,1757.974358974359
83,175 ST_N010,11414.28205128205,11531.846153846154,11729.076923076924,11905.435897435897,12319.48717948718,9946.461538461539,8127.974358974359
84,175 ST_N011,3575.025641025641,3638.153846153846,3738.846153846154,3725.102564102564,3837.4615384615386,2751.025641025641,2211.4615384615386
85,176 ST_R286,8620.25641025641,8804.794871794871,8855.923076923076,9013.897435897436,8946.205128205129,5461.333333333333,4246.128205128205
86,18 AV_D008,2986.076923076923,2924.3076923076924,3151.5384615384614,3002.3846153846152,3104.8684210526317,2663.025641025641,2376.5897435897436
87,18 AV_E012,4225.871794871795,4150.7692307692305,4259.589743589743,4389.692307692308,4772.025641025641,4484.666666666667,3753.102564102564
88,18 AV_N549,4259.971428571429,4475.114285714286,4556.942857142857,4499.25,4536.777777777777,1631.888888888889,1628.857142857143
89,18 AV_N550,1240.0526315789473,1310.3684210526317,1353.5263157894738,1346.842105263158,1315.8648648648648,484.35897435897436,461.2631578947368
90,18 ST_R129,4171.4358974358975,4632.358974358975,4723.461538461538,4858.5641025641025,4382.871794871795,4519.974358974359,3240.5128205128203
91,18 ST_R130,4722.794871794872,5196.820512820513,5271.307692307692,5470.384615384615,5307.615384615385,3215.846153846154,2332.5384615384614
92,181 ST_N007A,3624.128205128205,3860.6153846153848,3398.5897435897436,3400.6153846153848,4385.74358974359,5366.461538461538,4995.4358974358975
93,181 ST_N009,5257.2307692307695,5075.51282051282,5103.923076923077,5103.820512820513,5636.333333333333,5082.538461538462,4793.846153846154
94,181 ST_R183,5434.410256410257,4628.4358974358975,4875.2307692307695,4931.923076923077,4805.333333333333,6554.7692307692305,7330.410256410257
95,182-183 STS_N215,5587.461538461538,5372.51282051282,5599.846153846154,5596.820512820513,5655.871794871795,4449.846153846154,3573.7179487179487
96,183 ST_R288,7785.076923076923,7890.948717948718,7851.794871794872,8052.794871794872,8122.358974358975,5736.076923076923,4465.51282051282
97,190 ST_N006A,3941.974358974359,3899.974358974359,3791.846153846154,3924.0,4214.026315789473,3552.1794871794873,3003.948717948718
98,191 ST_R185,6405.974358974359,5692.717948717948,5902.333333333333,5622.2307692307695,6053.076923076923,6516.102564102564,5980.076923076923
99,2 AV_N521,6398.282051282052,6605.923076923077,6872.717948717948,6720.051282051282,6807.48717948718,6367.615384615385,6399.4358974358975
100,2 AV_N523,4868.25641025641,4675.153846153846,3769.4615384615386,3320.153846153846,2728.7179487179487,4357.974358974359,5352.307692307692
101,20 AV_D009,2366.3846153846152,2314.897435897436,2415.846153846154,2463.153846153846,2611.5897435897436,2032.7692307692307,1765.1538461538462
102,20 AV_E013,4872.820512820513,4816.282051282052,4893.846153846154,4914.692307692308,5034.974358974359,3997.102564102564,3238.2051282051284
103,207 ST_R188,8831.923076923076,8950.23076923077,8985.02564102564,9327.052631578947,9092.763157894737,6028.820512820513,4803.7692307692305
104,21 ST-QNSBRIDGE_N603,5222.948717948718,5326.846153846154,5340.948717948718,5283.974358974359,5289.74358974359,8185.974358974359,8066.974358974359
105,21 ST_N401,3552.7948717948716,3632.641025641026,3662.7948717948716,3748.4615384615386,3714.1794871794873,2350.923076923077,1980.820512820513
106,215 ST_R190,2601.2820512820513,2829.74358974359,2809.641025641026,2849.5384615384614,2747.4615384615386,1522.4358974358975,1193.5897435897436
107,219 ST_R332,4520.076923076923,4483.641025641025,4630.974358974359,4686.410256410257,4817.51282051282,3114.3076923076924,2344.3333333333335
108,225 ST_R333,4132.692307692308,4275.333333333333,4218.51282051282,4237.74358974359,4668.051282051282,3435.5641025641025,2656.25641025641
109,23 ST_A030,9943.897435897436,10478.794871794871,10828.23076923077,10706.48717948718,11525.615384615385,10920.28205128205,9254.564102564103
110,23 ST_A031,6451.282051282052,6939.794871794872,7040.538461538462,7061.923076923077,7823.282051282052,8634.71794871795,7487.0
111,23 ST_N075,2887.153846153846,2912.1794871794873,2840.0,3092.076923076923,2911.5384615384614,3267.769230769231,2378.3846153846152
112,23 ST_N076,6197.282051282052,6195.48717948718,6350.179487179487,6277.5641025641025,5971.666666666667,8094.923076923077,8243.692307692309
113,23 ST_N077,7518.076923076923,7465.102564102564,7590.794871794872,7462.7692307692305,7676.692307692308,7584.5641025641025,6762.820512820513
114,23 ST_N508,2842.6052631578946,3885.810810810811,4014.4324324324325,3757.4594594594596,4030.162162162162,6078.026315789473,4754.973684210527
115,23 ST_N509,4461.846153846154,5364.282051282052,5518.7692307692305,5134.820512820513,5580.4358974358975,7317.358974358975,5635.153846153846
116,23 ST_R131,3468.923076923077,3986.6153846153848,3838.2820512820513,3858.3333333333335,3932.923076923077,3887.4615384615386,5352.794871794872
117,23 ST_R132,4906.2307692307695,4908.307692307692,5188.333333333333,4856.717948717948,5207.461538461538,4586.974358974359,4417.538461538462
118,23 ST_R226,5269.5641025641025,5926.179487179487,5898.153846153846,5740.076923076923,7863.974358974359,7433.102564102564,5280.358974358975
119,23 ST_R226A,2700.3076923076924,2704.4871794871797,2841.128205128205,2778.1794871794873,2842.871794871795,2240.6153846153848,1737.820512820513
120,23 ST_R227,6735.128205128205,7261.692307692308,7719.076923076923,7754.51282051282,9500.23076923077,6960.153846153846,4854.871794871795
121,23 ST_R227A,7735.615384615385,8313.74358974359,8393.666666666666,8516.74358974359,8653.74358974359,4062.5897435897436,2970.948717948718
122,231 ST_R194,6391.205128205128,6292.7692307692305,6377.4358974358975,6372.717948717948,6895.153846153846,5762.51282051282,4509.666666666667
123,233 ST_R334,4788.692307692308,4805.076923076923,4905.0,5016.384615384615,5051.641025641025,3961.128205128205,2950.5641025641025
124,238 ST_R196,3123.102564102564,3303.5128205128203,3304.641025641026,3376.358974358974,3563.3333333333335,2203.769230769231,1765.820512820513
125,25 AV_E015,4035.871794871795,4074.871794871795,4161.410256410257,4160.51282051282,4228.051282051282,3962.25641025641,3255.948717948718
126,25 ST_C016,3464.358974358974,3406.5897435897436,3477.6666666666665,3464.230769230769,3662.6923076923076,2378.5128205128203,1888.8461538461538
127,25 ST_C017,2578.7948717948716,2816.102564102564,2850.846153846154,2887.1315789473683,2903.8947368421054,1716.7948717948718,1275.4358974358975
128,28 ST_A027,7019.307692307692,6484.794871794872,6849.384615384615,6674.358974358975,7918.307692307692,7598.333333333333,6460.692307692308
129,28 ST_A029,4029.102564102564,4336.25641025641,4472.897435897436,4429.410256410257,4915.128205128205,6839.51282051282,5649.666666666667
130,28 ST_R133,4723.871794871795,4962.410256410257,4924.5641025641025,4968.051282051282,5195.333333333333,6774.589743589743,5166.025641025641
131,28 ST_R134,8665.051282051281,8604.410256410256,8592.153846153846,8849.923076923076,9082.71794871795,4954.666666666667,3669.769230769231
132,28 ST_R228,9136.153846153846,8881.02564102564,9174.846153846154,9384.948717948719,9759.128205128205,7289.410256410257,6389.0
133,28 ST_R229,8196.74358974359,8053.7692307692305,8534.897435897436,8746.641025641025,9775.564102564103,9669.948717948719,8084.461538461538
134,28 ST_R230,2771.230769230769,2792.3333333333335,2770.3846153846152,3033.4102564102564,2732.4871794871797,11.23076923076923,13.461538461538462
135,3 AV 138 ST_R401,6500.51282051282,6113.7692307692305,6430.692307692308,6501.717948717948,6868.615384615385,8121.410256410257,6877.0
136,3 AV-149 ST_R310,8864.71794871795,9049.820512820514,9098.897435897436,8804.051282051281,8866.48717948718,7732.051282051282,7105.641025641025
137,3 AV-149 ST_R311,7009.128205128205,7229.615384615385,7108.025641025641,7431.384615384615,7380.51282051282,6382.871794871795,4741.333333333333
138,3 AV_H005,4369.846153846154,4471.051282051282,4505.102564102564,4548.871794871795,4467.717948717948,3077.102564102564,2667.2820512820513
139,3 AV_H006,4208.5641025641025,4536.5641025641025,4486.076923076923,4536.128205128205,4659.717948717948,4529.358974358975,4840.0
140,30 AV_R513,5221.115384615385,4728.153846153846,5152.5,5681.461538461538,6218.038461538462,5361.7692307692305,5124.7692307692305
141,33 ST-RAWSON ST_R516,5908.74358974359,6633.923076923077,6946.051282051282,6589.897435897436,8928.97435897436,4599.128205128205,2327.6923076923076
142,33 ST-RAWSON ST_R517,2457.769230769231,2592.1794871794873,2621.4615384615386,2661.358974358974,3149.897435897436,1503.820512820513,830.8205128205128
143,33 ST_R231,9763.0,9984.97435897436,10267.76923076923,10587.179487179486,10967.205128205129,7273.641025641025,5896.410256410257
144,33 ST_R231A,7862.846153846154,7993.820512820513,8157.666666666667,8315.615384615385,8675.538461538461,6155.51282051282,4795.179487179487
145,33 ST_R232,10207.51282051282,10500.179487179486,11129.02564102564,11128.307692307691,10761.923076923076,6411.974358974359,5244.025641025641
146,33 ST_R232A,2194.025641025641,2197.025641025641,2295.2051282051284,2043.6666666666667,2271.3076923076924,3115.25641025641,2399.2820512820513
147,34 ST-HERALD SQ_A022,3387.974358974359,2785.871794871795,2706.025641025641,2696.230769230769,2631.897435897436,4410.076923076923,5240.7692307692305
148,34 ST-HERALD SQ_A025,8995.076923076924,8753.923076923076,7972.692307692308,7186.025641025641,6157.461538461538,9541.71794871795,12111.307692307691
149,34 ST-HERALD SQ_N505,11325.051282051281,12266.51282051282,12371.205128205129,12396.051282051281,13273.384615384615,17267.02564102564,13412.0
150,34 ST-HERALD SQ_N506,17048.20512820513,15922.25641025641,16550.871794871793,15675.871794871795,15579.205128205129,17581.5641025641,17290.871794871793
151,34 ST-HERALD SQ_N507,7405.7692307692305,7553.589743589743,8042.948717948718,8044.538461538462,8343.666666666666,11929.307692307691,10508.23076923077
152,34 ST-HUDSON YD_R550,10923.384615384615,11134.589743589744,11401.74358974359,11879.76923076923,12343.74358974359,8913.0,7841.820512820513
153,34 ST-HUDSON YD_R551,5149.384615384615,5401.0,5626.461538461538,6007.923076923077,6588.692307692308,4687.461538461538,4184.0
154,34 ST-PENN STA_N067,17093.20512820513,15688.97435897436,15985.102564102564,16302.384615384615,17828.0,16398.28205128205,14927.461538461539
155,34 ST-PENN STA_N068,4501.717948717948,4823.923076923077,5043.538461538462,4823.076923076923,4745.4358974358975,5355.153846153846,3602.5897435897436
156,34 ST-PENN STA_N069,4600.153846153846,5071.51282051282,5259.974358974359,5443.846153846154,5233.102564102564,5489.794871794872,4158.102564102564
157,34 ST-PENN STA_N070,8338.23076923077,8017.538461538462,8082.871794871795,7925.282051282052,7395.589743589743,8460.333333333334,8411.384615384615
158,34 ST-PENN STA_N071,8374.820512820514,8011.615384615385,8285.74358974359,8261.564102564103,8151.615384615385,7799.615384615385,7831.897435897436
159,34 ST-PENN STA_N072,12971.153846153846,13408.666666666666,13877.333333333334,13570.641025641025,15203.692307692309,16729.28205128205,13997.435897435897
160,34 ST-PENN STA_N073,9504.820512820514,9609.897435897436,9870.076923076924,9762.179487179486,9433.461538461539,6678.410256410257,6054.48717948718
161,34 ST-PENN STA_R135,4203.538461538462,4223.051282051282,3908.4615384615386,3511.076923076923,4313.461538461538,6080.692307692308,6144.128205128205
162,34 ST-PENN STA_R137,2325.025641025641,2683.4358974358975,2873.6923076923076,2836.25641025641,2823.769230769231,312.46153846153845,6.0256410256410255
163,34 ST-PENN STA_R138,12547.589743589744,11939.23076923077,13387.871794871795,12819.128205128205,13566.76923076923,21901.48717948718,21657.48717948718
164,34 ST-PENN STA_R139,6337.589743589743,6661.102564102564,6718.25641025641,6779.410256410257,7204.307692307692,6536.974358974359,5696.589743589743
165,34 ST-PENN STA_R141,8339.333333333334,9003.564102564103,8864.692307692309,9150.02564102564,8978.384615384615,9866.71794871795,8845.564102564103
166,34 ST-PENN STA_R142,7050.128205128205,6921.589743589743,6914.589743589743,6655.923076923077,7514.384615384615,7607.7692307692305,6997.4358974358975
167,36 AV_R511,7236.307692307692,7122.5,7355.2307692307695,7491.307692307692,7262.7307692307695,5782.653846153846,4537.192307692308
168,36 ST_C018,9841.128205128205,9525.666666666666,9525.794871794871,9456.923076923076,9877.692307692309,10538.102564102564,9424.358974358975
169,36 ST_N311,2983.74358974359,3093.128205128205,3147.230769230769,3162.5897435897436,2821.358974358974,1099.871794871795,806.4615384615385
170,36 ST_N312,5449.48717948718,5562.74358974359,5708.2307692307695,5742.794871794872,5558.589743589743,2605.74358974359,1919.3076923076924
171,39 AV_R510,4592.846153846154,4695.333333333333,4895.7692307692305,4976.692307692308,4897.25641025641,2805.8205128205127,2016.3076923076924
172,4 AV-9 ST_N537,5945.974358974359,6241.51282051282,6262.358974358975,6205.692307692308,6372.923076923077,5321.51282051282,4433.794871794872
173,40 ST LOWERY ST_R518,9190.564102564103,9023.794871794871,9069.384615384615,9211.948717948719,9237.307692307691,8665.76923076923,7772.820512820513
174,42 ST-BRYANT PK_N502,5806.820512820513,6709.461538461538,6512.153846153846,6346.605263157895,6641.918918918919,7426.948717948718,5633.051282051282
175,42 ST-BRYANT PK_N503,5095.2307692307695,5472.410256410257,5529.74358974359,5780.973684210527,6144.216216216216,7477.897435897436,7746.179487179487
176,42 ST-BRYANT PK_N504,6582.871794871795,7494.717948717948,7641.717948717948,7804.684210526316,8616.891891891892,11351.205128205129,7617.461538461538
177,42 ST-PORT AUTH_N060,10522.076923076924,9100.307692307691,8763.692307692309,9077.25641025641,9773.333333333334,11748.948717948719,14068.384615384615
178,42 ST-PORT AUTH_N062,9781.051282051281,8752.564102564103,9067.28205128205,8937.666666666666,10095.948717948719,10149.615384615385,10204.461538461539
179,42 ST-PORT AUTH_N062A,15953.25641025641,15124.589743589744,15532.076923076924,15384.666666666666,15446.384615384615,17052.897435897437,18777.48717948718
180,42 ST-PORT AUTH_N063,13140.51282051282,13127.641025641025,13281.615384615385,13562.051282051281,13953.794871794871,11994.820512820514,9758.76923076923
181,42 ST-PORT AUTH_N063A,4105.2307692307695,4061.769230769231,3907.846153846154,4081.897435897436,3886.5384615384614,8104.307692307692,10191.307692307691
182,45 ST_C019,6625.7692307692305,6664.410256410257,6827.820512820513,6744.692307692308,6727.923076923077,6376.102564102564,5619.7692307692305
183,46 ST BLISS ST_R519,11681.74358974359,11661.179487179486,11468.205128205129,11764.71794871795,12131.410256410256,10343.97435897436,8802.692307692309
184,46 ST BLISS ST_R520,3587.6666666666665,3481.0,3655.5641025641025,3836.5641025641025,3808.025641025641,3983.3076923076924,2930.641025641026
185,46 ST_N316,3969.2820512820513,4008.974358974359,3893.076923076923,4082.102564102564,4258.179487179487,3136.3333333333335,2469.974358974359
186,46 ST_N316A,6593.153846153846,6810.666666666667,6892.205128205128,7088.641025641025,7111.128205128205,4526.897435897436,3670.6666666666665
187,46 ST_N317,2753.6666666666665,3069.3076923076924,3046.1794871794873,3111.923076923077,2908.025641025641,2285.74358974359,1814.4358974358975
188,47-50 STS ROCK_N500,10110.358974358975,12027.205128205129,11691.307692307691,12024.846153846154,11661.384615384615,14511.97435897436,12532.692307692309
189,47-50 STS ROCK_N501,6589.923076923077,6964.179487179487,7183.179487179487,7093.051282051282,8484.666666666666,12013.76923076923,8559.23076923077
190,47-50 STS ROCK_N501A,8798.333333333334,9396.102564102564,9593.23076923077,9756.48717948718,10349.871794871795,7343.666666666667,5770.5641025641025
191,49 ST_A013,5051.538461538462,5582.820512820513,5948.923076923077,6055.410256410257,6409.717948717948,5740.076923076923,5425.076923076923
192,49 ST_A014,6189.78125,5987.46875,5862.90625,6270.8125,6494.125,5905.969696969697,5637.0
193,49 ST_A015,7791.179487179487,8162.666666666667,8378.02564102564,8661.871794871795,8670.128205128205,7644.615384615385,6961.282051282052
194,49 ST_A016,5041.974358974359,5501.948717948718,5585.641025641025,5811.205128205128,5936.102564102564,5674.794871794872,4647.051282051282
195,4AV-9 ST_C012,13508.76923076923,14105.28205128205,14361.179487179486,14815.97435897436,14395.871794871795,9780.897435897436,7719.923076923077
196,5 AV/53 ST_N303,13900.615384615385,13544.48717948718,14173.71794871795,13664.538461538461,13294.48717948718,10558.846153846154,8891.384615384615
197,5 AV/53 ST_N304,5137.641025641025,4950.589743589743,5210.641025641025,5209.74358974359,6026.897435897436,1023.4871794871794,19.53846153846154
198,5 AV/59 ST_A006,8823.461538461539,8542.307692307691,8819.76923076923,8947.538461538461,9595.051282051281,8168.794871794872,6994.102564102564
199,5 AV/59 ST_A007,5071.846153846154,4743.538461538462,4951.102564102564,4803.615384615385,4819.974358974359,4440.205128205128,4048.8205128205127
200,5 AVE_R501,8947.179487179486,10188.333333333334,10302.0,10841.923076923076,10929.410256410256,7917.358974358975,5701.4358974358975
201,50 ST_E004,5916.74358974359,5858.974358974359,6032.384615384615,6209.794871794872,5824.538461538462,2511.2820512820513,2821.25641025641
202,50 ST_N056,5524.48717948718,5412.48717948718,5490.410256410257,5372.025641025641,5687.666666666667,6752.589743589743,7736.179487179487
203,50 ST_N057,10295.307692307691,10951.076923076924,11181.333333333334,11514.589743589744,11688.410256410256,10457.076923076924,9603.076923076924
204,50 ST_R154,7089.2307692307695,7633.25641025641,7926.5641025641025,8159.205128205128,9871.948717948719,10036.179487179486,8536.205128205129
205,50 ST_R155,11194.564102564103,12452.435897435897,13272.71794871795,13301.179487179486,13959.97435897436,11112.538461538461,9760.435897435897
206,51 ST_R242,10317.461538461539,11277.307692307691,11369.25641025641,11566.820512820514,12094.461538461539,8662.461538461539,6751.871794871795
207,51 ST_R242A,3911.153846153846,3910.5128205128203,4050.051282051282,4127.692307692308,4247.974358974359,13.23076923076923,1.2564102564102564
208,51 ST_R243,11036.48717948718,11627.846153846154,11685.538461538461,12296.23076923077,12757.153846153846,9114.538461538461,7655.692307692308
209,52 ST_R521,7855.153846153846,7997.5641025641025,8258.846153846154,8182.589743589743,8437.605263157895,7537.51282051282,6203.897435897436
210,53 ST_C020,11500.225806451614,11833.233333333334,11933.633333333333,12241.4,12513.133333333333,9893.774193548386,7823.580645161291
211,55 ST_E005,3341.641025641026,3407.7179487179487,3378.5641025641025,3406.923076923077,3130.897435897436,1125.3076923076924,1546.0
212,57 ST-7 AV_A010,10020.97435897436,10196.641025641025,10232.358974358975,10200.923076923076,10884.76923076923,12016.538461538461,11806.179487179486
213,57 ST-7 AV_A011,4009.6666666666665,4373.48717948718,3913.74358974359,4080.5641025641025,4418.948717948718,5836.333333333333,6270.51282051282
214,57 ST_N600,15288.74358974359,15646.153846153846,15951.128205128205,16181.564102564103,17032.358974358973,13577.794871794871,11281.102564102564
215,59 ST COLUMBUS_N049,10571.897435897436,11313.205128205129,11856.692307692309,11535.74358974359,13139.641025641025,14818.333333333334,15452.692307692309
216,59 ST COLUMBUS_N051,8660.871794871795,7948.948717948718,7412.820512820513,7186.153846153846,7603.025641025641,12179.153846153846,15880.692307692309
217,59 ST COLUMBUS_R158,17161.384615384617,18534.23076923077,18713.871794871793,19111.0,19222.97435897436,13597.538461538461,11406.076923076924
218,59 ST_A002,11845.02564102564,12478.461538461539,12816.102564102564,12865.461538461539,13571.410256410256,12148.384615384615,9392.846153846154
219,59 ST_C021,5531.692307692308,5675.410256410257,5870.384615384615,6055.871794871795,5974.846153846154,7284.948717948718,6066.205128205128
220,59 ST_C022,4514.307692307692,4614.923076923077,4623.846153846154,4641.589743589743,4650.461538461538,3927.4473684210525,3187.2105263157896
221,59 ST_R244,11301.871794871795,11739.564102564103,12014.615384615385,11921.358974358975,12231.410256410256,11935.179487179486,10152.179487179486
222,59 ST_R244A,7780.410256410257,8099.51282051282,8299.846153846154,8388.153846153846,8189.820512820513,8541.871794871795,6456.846153846154
223,59 ST_R245,7711.897435897436,7807.333333333333,8104.051282051282,8229.48717948718,8701.589743589744,7223.666666666667,5861.820512820513
224,59 ST_R245A,3976.3333333333335,4950.384615384615,4959.615384615385,4576.974358974359,4926.2307692307695,7940.0,7661.820512820513
225,6 AV_H003,2973.4871794871797,2998.102564102564,3076.7948717948716,3245.0,3293.74358974359,3484.128205128205,3212.6153846153848
226,61 ST WOODSIDE_R523,10226.051282051281,10214.74358974359,9986.846153846154,10244.394736842105,10298.605263157895,13620.02564102564,15243.076923076924
227,63 DR-REGO PARK_N330,13182.820512820514,13576.307692307691,13691.846153846154,13977.923076923076,14058.461538461539,10506.205128205129,8425.794871794871
