,booth,total_ridership_Monday,total_ridership_Tuesday,total_ridership_Wednesday,total_ridership_Thursday,total_ridership_Friday,total_ridership_Saturday,total_ridership_Sunday
228,63 DR-REGO PARK_N330C,4275.307692307692,4265.692307692308,4287.897435897436,4370.358974358975,4356.615384615385,2437.4102564102564,1961.871794871795
229,65 ST_N322,5224.871794871795,5200.051282051282,5417.666666666667,5184.692307692308,5404.384615384615,4149.74358974359,3430.025641025641
230,66 ST-LINCOLN_R159,9583.205128205129,9332.538461538461,9883.692307692309,9566.48717948718,10096.76923076923,8316.28205128205,7493.51282051282
231,66 ST-LINCOLN_R160,7090.358974358975,7073.282051282052,7313.025641025641,7203.666666666667,7426.307692307692,8217.384615384615,7249.461538461538
232,66 ST-LINCOLN_R160A,5997.74358974359,6409.615384615385,6711.51282051282,6734.74358974359,7059.102564102564,6440.74358974359,5650.615384615385
233,67 AV_N331,5991.948717948718,6206.538461538462,6448.333333333333,6671.358974358975,6994.871794871795,4274.51282051282,3384.948717948718
234,67 AV_N332,3794.2051282051284,3975.7179487179487,3959.076923076923,4106.871794871795,3975.4102564102564,2043.4358974358975,1589.4358974358975
235,68ST-HUNTER CO_R246,15530.461538461539,16405.666666666668,17639.17948717949,16569.410256410258,18492.28205128205,15714.307692307691,12415.615384615385
236,69 ST_R524,9375.358974358975,9499.358974358975,9638.564102564103,9681.51282051282,9883.333333333334,7209.076923076923,5798.282051282052
237,7 AV_B004,3199.025641025641,3177.4871794871797,3072.897435897436,2822.846153846154,3255.7948717948716,5984.74358974359,7185.4358974358975
238,7 AV_N300,5226.128205128205,4878.051282051282,5214.2307692307695,4765.7692307692305,5456.641025641025,7469.25641025641,6108.153846153846
239,7 AV_N301,4067.025641025641,3944.846153846154,3944.5897435897436,3136.8205128205127,3389.74358974359,9029.820512820514,7391.282051282052
240,7 AV_N539,11034.961538461539,10692.538461538461,10479.153846153846,10569.192307692309,11482.038461538461,9828.73076923077,7807.038461538462
241,7 AV_N539A,12142.153846153846,11693.153846153846,12160.538461538461,12630.0,12615.846153846154,10869.384615384615,9189.923076923076
242,71 ST_E009,6476.820512820513,6275.128205128205,6450.051282051282,6496.641025641025,6685.589743589743,4790.384615384615,3824.974358974359
243,72 ST-2 AVE_N700,8364.871794871795,8275.871794871795,8325.102564102564,8241.384615384615,9859.25641025641,13845.102564102564,13904.333333333334
244,72 ST-2 AVE_N700A,6785.692307692308,7164.794871794872,6978.358974358975,7155.025641025641,7469.282051282052,8831.410256410256,7072.333333333333
245,72 ST_N046,8572.45945945946,8475.722222222223,8342.166666666666,8131.472222222223,8574.485714285714,7879.8378378378375,7111.891891891892
246,72 ST_R161A,8729.538461538461,8629.692307692309,9110.333333333334,9201.923076923076,8773.48717948718,9598.48717948718,10603.410256410256
247,72 ST_R161B,8215.179487179486,8313.923076923076,8244.51282051282,8071.538461538462,8701.23076923077,10615.0,11876.692307692309
248,74 ST-BROADWAY_R525,6922.333333333333,6881.589743589743,6841.794871794872,6955.538461538462,7006.078947368421,6681.358974358975,5636.51282051282
249,75 AV_N334B,3119.923076923077,3177.153846153846,3201.5128205128203,3353.2820512820513,3193.25641025641,1992.2307692307693,1541.2051282051282
250,75 ST-ELDERTS_J028,5929.5641025641025,6197.615384615385,6368.846153846154,6406.410256410257,6075.461538461538,2326.974358974359,1605.7435897435898
251,77 ST_C024,5699.871794871795,5494.538461538462,5634.948717948718,5976.974358974359,6224.5641025641025,4184.846153846154,3053.846153846154
252,77 ST_R247,3728.5641025641025,3940.128205128205,4154.5641025641025,4120.74358974359,4954.641025641025,7464.974358974359,7354.7692307692305
253,77 ST_R248,9543.97435897436,8091.307692307692,8311.820512820514,8593.051282051281,9272.307692307691,12348.461538461539,10074.897435897436
254,79 ST_E011,6058.820512820513,6076.923076923077,6082.897435897436,6318.153846153846,6289.717948717948,4591.794871794872,3663.25641025641
255,79 ST_R162,12182.358974358975,11839.794871794871,11221.51282051282,11199.333333333334,11159.307692307691,9560.641025641025,9254.692307692309
256,79 ST_R163,5496.692307692308,5526.282051282052,5926.923076923077,5996.282051282052,6464.666666666667,5528.4358974358975,5321.179487179487
257,8 AV_D001,1879.3846153846155,2101.0833333333335,2113.3333333333335,2083.75,1968.0833333333333,1167.923076923077,1055.6923076923076
258,8 AV_D002,3743.3333333333335,3757.684210526316,3903.5789473684213,4232.973684210527,4548.8421052631575,5305.128205128205,5049.717948717948
259,8 AV_H001,15102.74358974359,15546.897435897436,15290.179487179486,14725.435897435897,14508.48717948718,14817.51282051282,17386.28205128205
260,8 ST-NYU_A038,9260.846153846154,8913.307692307691,9346.307692307691,9397.358974358975,9481.97435897436,9601.74358974359,9598.333333333334
261,8 ST-NYU_A039,6997.897435897436,6533.589743589743,6607.641025641025,6694.717948717948,7013.025641025641,7307.666666666667,6743.4358974358975
262,80 ST_N130,2678.358974358974,2666.6666666666665,2727.5384615384614,2818.923076923077,2836.657894736842,1607.7692307692307,1241.076923076923
263,80 ST_N131,2990.3333333333335,3080.7179487179487,3138.4615384615386,3097.6923076923076,3295.3947368421054,2051.3076923076924,1544.025641025641
264,81 ST-MUSEUM_N044,4327.48717948718,4510.538461538462,4401.179487179487,4542.666666666667,4471.184210526316,5581.410256410257,5608.538461538462
265,81 ST-MUSEUM_N045,4867.615384615385,5076.153846153846,5101.692307692308,4997.0,4568.394736842105,3800.897435897436,3512.1794871794873
266,82 ST-JACKSON H_R526,12018.97435897436,11514.358974358975,11950.97435897436,12081.666666666666,12242.0,12551.333333333334,12532.71794871795
267,85 ST-FOREST PK_J030,5599.0,5794.051282051282,5810.333333333333,5948.538461538462,5802.128205128205,2294.6923076923076,1573.2820512820513
268,86 ST-2 AVE_N701,4119.25641025641,4061.230769230769,4375.0,4007.2820512820513,3762.230769230769,4863.615384615385,7225.641025641025
269,86 ST-2 AVE_N701A,9954.820512820514,10169.589743589744,10665.128205128205,10924.51282051282,11765.102564102564,11772.897435897436,10976.897435897436
270,86 ST_C025,7257.666666666667,7513.205128205128,7776.846153846154,7818.051282051282,7836.0,8036.589743589743,7270.051282051282
271,86 ST_C026,2202.230769230769,2271.2051282051284,2332.641025641026,2364.3076923076924,2310.6666666666665,1174.6410256410256,871.8717948717949
272,86 ST_D016,2797.974358974359,2823.4358974358975,2907.6153846153848,2858.6153846153848,2867.846153846154,2229.5641025641025,1890.8974358974358
273,86 ST_N043,9018.74358974359,9680.307692307691,10253.052631578947,9914.657894736842,9844.447368421053,6981.948717948718,5763.205128205128
274,86 ST_R164,9587.051282051281,9666.692307692309,9957.358974358975,10017.179487179486,10258.435897435897,8401.153846153846,7635.153846153846
275,86 ST_R165,5882.025641025641,5892.538461538462,6065.333333333333,5874.51282051282,5804.615384615385,6091.692307692308,6092.25641025641
276,86 ST_R166,4886.820512820513,4832.051282051282,4890.48717948718,4848.307692307692,5113.0,3915.25641025641,3302.153846153846
277,86 ST_R249,7273.333333333333,7204.871794871795,7353.128205128205,7152.5641025641025,7566.820512820513,9076.51282051282,10095.333333333334
278,86 ST_R250,11365.76923076923,12296.0,12444.51282051282,12107.051282051281,11998.51282051282,16269.897435897436,16222.384615384615
279,88 ST_N133,3080.102564102564,3096.7948717948716,3206.5641025641025,3297.871794871795,3466.4615384615386,1880.4102564102564,1440.179487179487
280,9 AV_E001,7268.538461538462,7294.4358974358975,7422.307692307692,7331.384615384615,7753.666666666667,6250.794871794872,5529.897435897436
281,90 ST-ELMHURST_R527,15183.589743589744,15650.74358974359,15399.179487179486,15997.846153846154,16153.333333333334,16625.76923076923,13361.71794871795
282,96 ST-2 AVE_N702,3984.230769230769,3638.2820512820513,3568.74358974359,3106.5384615384614,3835.2820512820513,9674.71794871795,9018.923076923076
283,96 ST-2 AVE_N702A,12093.333333333334,12531.71794871795,12884.25641025641,13086.51282051282,13289.615384615385,9280.076923076924,7677.897435897436
284,96 ST_N039,5909.846153846154,5869.641025641025,6098.025641025641,6148.7692307692305,6719.282051282052,3696.871794871795,3032.358974358974
285,96 ST_N040,4538.589743589743,4547.358974358975,4552.4358974358975,4673.384615384615,5095.589743589743,3787.8205128205127,3205.871794871795
286,96 ST_R168A,10641.97435897436,9857.897435897436,9166.179487179486,9391.871794871795,10513.153846153846,13685.666666666666,12562.333333333334
287,96 ST_R169,12800.74358974359,12867.23076923077,13096.871794871795,13119.128205128205,13350.23076923077,13989.564102564103,15236.820512820514
288,96 ST_R251,7248.820512820513,7027.102564102564,7108.410256410257,6742.358974358975,7718.641025641025,9669.102564102564,8416.589743589744
289,9TH STREET_PTH10,5382.641025641025,5249.948717948718,5408.263157894737,5969.973684210527,5774.7692307692305,5884.615384615385,6565.717948717948
290,ALABAMA AV_J020,4319.51282051282,4168.025641025641,4320.820512820513,4437.205128205128,4356.384615384615,2469.846153846154,1908.7179487179487
291,ALLERTON AV_R329,5406.461538461538,5425.692307692308,5469.7692307692305,5506.871794871795,5678.307692307692,4827.179487179487,3692.923076923077
292,AQUEDUCT N.COND_N181,2485.6923076923076,2566.3846153846152,2732.5897435897436,2832.7179487179487,2899.974358974359,1852.5641025641025,1461.8461538461538
293,AQUEDUCT RACETR_N181A,1747.6410256410256,1778.5897435897436,1891.8974358974358,2065.4358974358975,2215.25641025641,2303.128205128205,2018.5128205128206
294,ASTOR PL_R219,11023.25641025641,10556.205128205129,11014.205128205129,11064.307692307691,11101.25641025641,11161.384615384615,10387.71794871795
295,ASTOR PL_R220,5299.153846153846,5280.128205128205,5390.923076923077,5286.615384615385,5229.205128205128,4611.384615384615,4617.0
296,ASTORIA BLVD_R514,7884.7,7664.896551724138,8162.827586206897,8184.931034482759,8342.448275862069,8442.8,7768.666666666667
297,ASTORIA DITMARS_R515,7702.128205128205,6781.307692307692,6774.923076923077,6801.410256410257,7077.692307692308,8736.71794871795,8210.692307692309
298,ATL AV-BARCLAY_C009,14933.205128205129,15313.564102564103,15447.384615384615,15214.666666666666,14401.97435897436,11974.871794871795,12949.564102564103
299,ATL AV-BARCLAY_R610,19723.871794871793,19548.46153846154,19903.79487179487,20033.71794871795,20344.94871794872,17194.82051282051,14603.666666666666
300,ATL AV-BARCLAY_R612,14688.948717948719,16209.76923076923,16088.820512820514,16438.69230769231,16446.48717948718,15172.153846153846,12866.358974358975
301,ATLANTIC AV_H035,2568.769230769231,2603.5897435897436,2629.3333333333335,2690.25641025641,2637.5897435897436,1308.871794871795,995.6410256410256
302,AVENUE H_B020,6452.974358974359,6727.666666666667,6747.974358974359,6844.307692307692,5606.820512820513,3217.4871794871797,2650.3333333333335
303,AVENUE I_N551,1356.1842105263158,1407.6842105263158,1416.3947368421052,1462.1315789473683,1312.0526315789473,337.7894736842105,345.42105263157896
304,AVENUE J_B021,9224.435897435897,9476.153846153846,9520.48717948718,9730.051282051281,8948.25641025641,4771.333333333333,4728.871794871795
305,AVENUE M_B022,8794.102564102564,8862.051282051281,9044.410256410256,9242.71794871795,8585.153846153846,3509.076923076923,3721.358974358974
306,AVENUE N_N554,832.3846153846154,865.7948717948718,877.0769230769231,874.3333333333334,799.3589743589744,213.64102564102564,231.05128205128204
307,AVENUE N_N555,2291.948717948718,2320.5128205128203,2353.974358974359,2392.4615384615386,2340.5897435897436,789.8461538461538,701.8205128205128
308,AVENUE P_N556,2632.6666666666665,2623.897435897436,2699.3846153846152,2723.7948717948716,2637.025641025641,917.2820512820513,775.4871794871794
309,AVENUE U_B025,6447.7692307692305,6287.358974358975,6647.51282051282,6671.974358974359,7046.333333333333,6829.282051282052,5872.076923076923
310,AVENUE U_D015,3920.4871794871797,3932.076923076923,4050.230769230769,4106.820512820513,4155.25641025641,2947.2051282051284,2453.076923076923
311,AVENUE U_N559,2106.230769230769,2147.1794871794873,2212.4358974358975,2220.3333333333335,2089.5384615384614,721.5897435897435,586.9230769230769
312,AVENUE X_N561,3438.1794871794873,3442.5384615384614,3611.2894736842104,3632.3947368421054,3576.9736842105262,1274.128205128205,918.5128205128206
313,B'WAY-LAFAYETTE_N519,4939.076923076923,5478.025641025641,5538.2307692307695,5397.333333333333,5666.846153846154,6859.794871794872,8172.7692307692305
314,B'WAY-LAFAYETTE_N519A,10891.820512820514,11248.538461538461,11529.71794871795,11201.564102564103,11190.71794871795,11431.410256410256,10888.48717948718
315,BAY 50 ST_E016,3164.5384615384614,3139.5897435897436,3278.7179487179487,3342.4615384615386,3373.7179487179487,1861.6410256410256,1471.8974358974358
316,BAY PKWY_D010,4074.1428571428573,3592.1428571428573,3357.5,3471.785714285714,3906.3571428571427,4792.333333333333,5822.071428571428
317,BAY PKWY_D011,511.48,538.24,559.88,528.6,577.76,938.24,1624.36
318,BAY PKWY_E014,6811.641025641025,6930.051282051282,7091.717948717948,7359.25641025641,7606.589743589743,8483.0,7576.461538461538
319,BAY PKWY_N553,1196.128205128205,1244.6153846153845,1269.948717948718,1278.6923076923076,1182.179487179487,447.3076923076923,387.84615384615387
320,BAY RIDGE AV_C023,8952.166666666666,9376.8,9592.57142857143,9853.457142857143,9738.857142857143,7269.861111111111,5585.0
321,BAY RIDGE-95 ST_C027,6333.5641025641025,6688.974358974359,6777.051282051282,6857.384615384615,6713.666666666667,3808.3846153846152,2932.5897435897436
322,BAY RIDGE-95 ST_C028,2347.6666666666665,2300.4102564102564,2284.6666666666665,2397.051282051282,2364.25641025641,1227.948717948718,926.4615384615385
323,BAYCHESTER AV_R729,3324.4102564102564,3376.25641025641,3460.8205128205127,3369.871794871795,3380.4615384615386,1448.2564102564102,1032.7435897435898
324,BEACH 105 ST_N186,497.4102564102564,514.8974358974359,531.4871794871794,543.6153846153846,506.8205128205128,186.89743589743588,136.94871794871796
325,BEACH 25 ST_N195,3444.025641025641,3661.4615384615386,3599.948717948718,3703.657894736842,3618.7368421052633,2080.5384615384614,1647.948717948718
326,BEACH 36 ST_N194,1963.025641025641,2034.3333333333333,2049.8205128205127,2090.948717948718,2013.0,1171.2307692307693,937.6153846153846
327,BEACH 44 ST_N193,1488.974358974359,1541.7948717948718,1572.7435897435898,1569.4358974358975,1543.1538461538462,948.9487179487179,734.5128205128206
328,BEACH 60 ST_N192,3827.769230769231,3889.6923076923076,3937.3333333333335,4019.74358974359,3950.3333333333335,2373.0,1882.076923076923
329,BEACH 67 ST_N191,3942.6666666666665,4120.871794871795,4164.538461538462,4245.128205128205,4221.692307692308,2613.0,2029.871794871795
330,BEACH 90 ST_N184,1478.7435897435898,1511.4615384615386,1582.5641025641025,1606.179487179487,1605.0,847.4102564102565,692.6153846153846
331,BEACH 98 ST_N185,900.4615384615385,918.1538461538462,956.5897435897435,968.5641025641025,919.4615384615385,417.84615384615387,320.2307692307692
332,BEDFORD AV_H009,12014.820512820514,10123.461538461539,10392.48717948718,10030.820512820514,10339.25641025641,8506.384615384615,10452.358974358975
333,BEDFORD PK BLVD_N222,6656.923076923077,6725.51282051282,7083.717948717948,6763.641025641025,7316.74358974359,5996.153846153846,5025.333333333333
334,BEDFORD PK BLVD_N223,1993.3333333333333,2132.641025641026,2116.25641025641,2192.6923076923076,2145.974358974359,1548.5641025641025,1204.128205128205
335,BEDFORD PK BLVD_R291,6452.358974358975,6770.666666666667,7084.871794871795,7078.461538461538,7069.153846153846,4807.205128205128,3970.2820512820513
336,BEDFORD-NOSTRAN_N417,4225.794871794872,4160.410256410257,4186.102564102564,4078.8205128205127,4448.51282051282,5632.589743589743,5171.410256410257
337,BEDFORD-NOSTRAN_N418,2351.871794871795,2344.230769230769,2376.8205128205127,2454.897435897436,2558.5384615384614,2438.5897435897436,2023.128205128205
338,BERGEN ST_N531,4536.461538461538,4824.076923076923,5044.51282051282,5063.948717948718,5085.846153846154,4242.333333333333,3669.7179487179487
339,BERGEN ST_N532,5677.717948717948,5861.076923076923,5956.615384615385,6086.692307692308,6058.205128205128,4416.410256410257,3669.102564102564
340,BERGEN ST_N533,3900.7948717948716,3893.1794871794873,3951.846153846154,3963.153846153846,4206.333333333333,3396.7948717948716,2762.4615384615386
341,BERGEN ST_R617,2811.076923076923,2732.358974358974,2897.897435897436,2989.4358974358975,3281.641025641026,2279.153846153846,1943.4358974358975
342,BERGEN ST_R618,2558.871794871795,2733.1794871794873,2807.769230769231,2889.102564102564,2932.3846153846152,2081.948717948718,1706.1025641025642
343,BEVERLEY ROAD_B017,4932.948717948718,4882.794871794872,4831.307692307692,4940.076923076923,4929.820512820513,3999.25641025641,3617.948717948718
344,BEVERLY RD_R641,4397.0,4424.0,4335.641025641025,4522.948717948718,4695.538461538462,3152.051282051282,2393.923076923077
345,BLEECKER ST_R217A,14793.410256410256,15313.615384615385,15483.794871794871,15520.410256410256,16373.641025641025,15356.410256410256,13048.23076923077
346,BOROUGH HALL_C001,4077.641025641026,4278.102564102564,4309.5641025641025,4293.384615384615,4078.3333333333335,2905.4358974358975,2446.4615384615386
347,BOROUGH HALL_R601A,10234.307692307691,10205.76923076923,10276.846153846154,10391.538461538461,11300.25641025641,7523.0,5904.205128205128
348,BOROUGH HALL_R602,7585.51282051282,8441.23076923077,8185.282051282052,8013.461538461538,8275.589743589744,7258.384615384615,5922.128205128205
349,BOROUGH HALL_R604,9297.153846153846,9458.820512820514,9667.871794871795,9716.871794871795,10004.102564102564,5488.589743589743,4116.4358974358975
350,BOTANIC GARDEN_B010,3265.2820512820513,3543.3846153846152,3527.7179487179487,3509.7179487179487,3677.5128205128203,2527.769230769231,2037.025641025641
351,BOWERY_A064,5978.820512820513,6161.5641025641025,6291.846153846154,6082.333333333333,6204.641025641025,5485.358974358975,5275.051282051282
352,BOWLING GREEN_R200A,9438.74358974359,9847.333333333334,10178.615384615385,10047.641025641025,10198.666666666666,6013.923076923077,3846.128205128205
353,BOWLING GREEN_R201,10764.410256410256,11454.794871794871,11617.51282051282,11430.461538461539,12294.435897435897,3709.2051282051284,2264.051282051282
354,BOWLING GREEN_R202,3255.2820512820513,3700.4102564102564,3746.5897435897436,3780.897435897436,3834.8205128205127,3418.5641025641025,3471.25641025641
355,BRIARWOOD_N337,5719.153846153846,6031.384615384615,5990.25641025641,6069.128205128205,6162.74358974359,3840.2051282051284,2911.076923076923
356,BRIGHTON BEACH_B029,8570.410256410256,8852.897435897436,9100.74358974359,9255.461538461539,9454.435897435897,6286.948717948718,5122.820512820513
357,BRIGHTON BEACH_B031,8280.25641025641,8508.23076923077,8662.307692307691,8693.102564102564,8286.461538461539,5117.692307692308,4260.641025641025
358,BROAD CHANNEL_N183,382.8974358974359,395.71794871794873,402.5128205128205,402.79487179487177,378.94871794871796,164.87179487179486,118.05128205128206
359,BROAD ST_A083,4265.897435897436,4340.820512820513,4446.692307692308,4548.153846153846,4400.4358974358975,2029.5897435897436,1499.2051282051282
360,BROAD ST_A084,3330.153846153846,3538.358974358974,3674.3846153846152,3683.6666666666665,3752.6153846153848,1504.3589743589744,1021.9487179487179
361,BROAD ST_A085,0.0,0.1794871794871795,0.20512820512820512,1.0,0.0,0.0,0.02564102564102564
362,BROADWAY JCT_N124,9367.692307692309,9183.076923076924,9087.128205128205,9269.461538461539,9559.666666666666,10303.71794871795,10352.897435897436
363,BROADWAY_N412,6218.102564102564,6153.153846153846,6437.4358974358975,6531.358974358975,6651.794871794872,4716.974358974359,4427.282051282052
364,BROADWAY_R512,5432.358974358975,5803.74358974359,5868.25641025641,5750.846153846154,5711.282051282052,5069.282051282052,4671.5641025641025
365,BRONX PARK EAST_R326,3444.769230769231,3497.25641025641,3585.4871794871797,3645.102564102564,3618.897435897436,1973.923076923077,1512.871794871795
366,BROOK AV_R402,6127.74358974359,6116.589743589743,6262.846153846154,6316.820512820513,6408.897435897436,3784.923076923077,3066.74358974359
367,BROOK AV_R403,3698.641025641026,4014.74358974359,4075.358974358974,4147.384615384615,4199.153846153846,3114.5897435897436,2592.4358974358975
368,BROOKLYN BRIDGE_R210,11105.48717948718,11694.846153846154,11712.384615384615,11383.358974358975,12278.74358974359,12904.71794871795,10444.641025641025
369,BROOKLYN BRIDGE_R210A,4051.051282051282,4065.7179487179487,4082.948717948718,4251.307692307692,4508.461538461538,1926.0,1204.4102564102564
370,BUHRE AV_R422,4724.307692307692,4891.897435897436,4986.4358974358975,5002.641025641025,5392.820512820513,3590.6153846153848,2651.923076923077
371,BURKE AV_R330,4013.4615384615386,3944.3846153846152,3965.4615384615386,4042.6153846153848,4265.538461538462,2812.6923076923076,2169.076923076923
372,BURNSIDE AV_R287,9547.410256410256,10306.820512820514,9981.307692307691,9837.23076923077,11035.48717948718,9669.923076923076,7433.717948717948
373,BUSHWICK AV_H033,3397.2820512820513,3538.6153846153848,3614.051282051282,3727.025641025641,3681.128205128205,2528.846153846154,2075.6666666666665
374,CANAL ST_A043,12807.333333333334,12911.666666666666,13443.435897435897,12957.28205128205,12588.615384615385,13164.641025641025,13342.846153846154
375,CANAL ST_A046,16434.589743589742,15983.923076923076,16143.74358974359,15572.538461538461,15313.384615384615,14773.74358974359,16388.53846153846
376,CANAL ST_A066,1968.4102564102564,1854.6923076923076,2049.5128205128203,1962.8974358974358,2049.5526315789475,2186.897435897436,2416.128205128205
377,CANAL ST_N089,11783.846153846154,12120.846153846154,12362.923076923076,12493.48717948718,12716.333333333334,12411.564102564103,10064.589743589744
378,CANAL ST_N090,4396.641025641025,4814.794871794872,5149.974358974359,5216.307692307692,5759.410256410257,5594.923076923077,4486.410256410257
379,CANAL ST_R119,3516.230769230769,3718.5641025641025,3911.5641025641025,3912.0,4010.2051282051284,2918.3333333333335,2164.871794871795
380,CANAL ST_R120,3059.102564102564,2924.128205128205,2806.3846153846152,2743.230769230769,2951.025641025641,2123.974358974359,1795.2051282051282
381,CANARSIE-ROCKAW_H041,9605.923076923076,9445.692307692309,9727.410256410256,9880.25641025641,10257.794871794871,7828.897435897436,5943.384615384615
382,CARROLL ST_N534,4657.410256410257,4567.384615384615,4515.128205128205,4662.948717948718,4962.384615384615,3395.974358974359,2620.6923076923076
383,CARROLL ST_N535,6084.48717948718,5857.128205128205,6075.74358974359,6225.076923076923,6189.820512820513,5233.871794871795,4673.410256410257
384,CASTLE HILL AV_R418,8286.435897435897,7991.025641025641,8471.051282051281,8443.74358974359,8607.846153846154,6323.717948717948,5291.923076923077
385,CATHEDRAL PKWY_N034,4134.212121212121,4563.65625,4701.03125,4788.90625,4745.40625,2673.909090909091,2304.121212121212
386,CATHEDRAL PKWY_N035,5489.666666666667,5836.125,6085.09375,6120.875,6379.6875,4271.121212121212,3707.3030303030305
387,CATHEDRAL PKWY_R171,4498.333333333333,4625.25641025641,4855.846153846154,4991.871794871795,4980.820512820513,4656.102564102564,4200.717948717948
388,CATHEDRAL PKWY_R172,6533.974358974359,5803.205128205128,5371.846153846154,5040.282051282052,4867.307692307692,6959.076923076923,6525.923076923077
389,CENTRAL AV_K017,4750.666666666667,5054.0,5299.333333333333,5473.166666666667,5389.466666666666,2671.733333333333,2141.8
390,CENTRAL PK N110_R301,10778.589743589744,10894.871794871795,11002.435897435897,10988.333333333334,11063.28205128205,10547.641025641025,9476.76923076923
391,CHAMBERS ST_A069,7158.4358974358975,7345.871794871795,7658.897435897436,7680.897435897436,7794.717948717948,4790.128205128205,3880.8205128205127
392,CHAMBERS ST_A071,3541.5128205128203,3633.5641025641025,3696.871794871795,3702.6666666666665,3635.5384615384614,1463.5641025641025,1050.076923076923
393,CHAMBERS ST_N091,14885.897435897436,15596.871794871795,15972.846153846154,16319.948717948719,16105.28205128205,8163.589743589743,5497.615384615385
394,CHAMBERS ST_N092,12143.333333333334,13197.435897435897,13560.076923076924,13581.948717948719,14990.461538461539,10778.692307692309,7606.051282051282
395,CHAMBERS ST_R116,11631.794871794871,12352.410256410256,13231.051282051281,12788.97435897436,14659.666666666666,14784.76923076923,12914.28205128205
396,CHAUNCEY ST_J017,4771.205128205128,4818.923076923077,4949.794871794872,4998.923076923077,4973.589743589743,3312.6153846153848,2758.358974358974
397,CHRISTOPHER ST_PTH09,3444.5897435897436,3220.769230769231,3887.6052631578946,3969.0263157894738,4005.5897435897436,4614.128205128205,4870.589743589743
398,CHRISTOPHER ST_R125,4972.589743589743,4213.871794871795,4117.692307692308,4030.230769230769,3759.358974358974,3889.5641025641025,4543.4358974358975
399,CHRISTOPHER ST_R126,2694.7948717948716,2617.923076923077,2568.948717948718,2468.2051282051284,2367.076923076923,2581.3846153846152,2700.7179487179487
400,CHURCH AV_B015,7994.717948717948,7850.820512820513,8038.282051282052,8106.48717948718,8151.820512820513,5616.384615384615,4689.358974358975
401,CHURCH AV_B016,11766.128205128205,11053.128205128205,11537.179487179486,11455.948717948719,11508.410256410256,12448.28205128205,11794.384615384615
402,CHURCH AV_N545,3854.948717948718,3826.641025641026,3896.7948717948716,4009.7948717948716,3871.1794871794873,2522.4871794871797,2042.0
403,CHURCH AV_N546,9854.48717948718,9690.97435897436,9800.051282051281,10072.71794871795,10064.76923076923,8546.871794871795,8096.025641025641
404,CHURCH AV_R639,6515.717948717948,6455.5641025641025,6634.358974358975,6695.025641025641,7085.538461538462,7089.641025641025,5252.102564102564
405,CITY / BUS_PTH07,10954.23076923077,11517.923076923076,11247.02564102564,11313.615384615385,12412.410256410256,14095.48717948718,10868.71794871795
406,CITY HALL_A047,8989.0,9492.384615384615,9619.02564102564,9845.384615384615,9324.871794871795,4434.538461538462,3230.5128205128203
407,CLARK ST_R600,5918.641025641025,6025.48717948718,6115.51282051282,6239.589743589743,6905.51282051282,4885.384615384615,4067.4871794871797
408,CLASSON AV_N419,4120.897435897436,4267.51282051282,4203.076923076923,4102.897435897436,4374.5641025641025,5908.076923076923,5397.820512820513
409,CLEVELAND ST_J022,2202.8205128205127,2306.6923076923076,2445.1794871794873,2386.5641025641025,2660.842105263158,3125.871794871795,2622.846153846154
410,CLINTON-WASH AV_N111,5527.692307692308,5599.0,5715.051282051282,5920.4358974358975,5963.74358974359,3978.025641025641,3096.846153846154
411,CLINTON-WASH AV_N112A,3048.6666666666665,3433.2051282051284,3518.641025641026,3487.0,3685.7179487179487,3017.8205128205127,2444.974358974359
412,CLINTON-WASH AV_N420B,4361.179487179487,4362.205128205128,4456.461538461538,4446.384615384615,4632.153846153846,3700.025641025641,3031.4358974358975
413,CONEY IS-STILLW_G001,7673.846153846154,7685.666666666667,7746.641025641025,7948.25641025641,8122.897435897436,7697.948717948718,7003.48717948718
414,CONEY IS-STILLW_G009,7357.51282051282,7455.358974358975,7556.948717948718,7528.153846153846,7643.5641025641025,8384.589743589744,7681.871794871795
415,CORTELYOU RD_B018,4673.589743589743,4696.307692307692,4841.897435897436,4880.974358974359,4988.641025641025,5498.25641025641,4565.358974358975
416,CORTLANDT ST_A049,14710.307692307691,14770.128205128205,15130.97435897436,15646.128205128205,15954.71794871795,8898.25641025641,7490.307692307692
417,CORTLANDT ST_A050,7989.25641025641,8155.48717948718,8209.794871794871,8571.461538461539,8626.128205128205,5078.641025641025,4033.025641025641
418,CORTLANDT ST_A052,5064.923076923077,5027.307692307692,4909.307692307692,4952.615384615385,4706.2692307692305,3399.230769230769,2791.769230769231
419,CORTLANDT ST_A053,3658.730769230769,3907.269230769231,3800.230769230769,3934.6153846153848,3855.8076923076924,1916.0,1462.8846153846155
420,COURT SQ-23 ST_N307,5458.333333333333,5572.179487179487,5773.2307692307695,5857.717948717948,5877.897435897436,4841.461538461538,3818.5384615384614
421,COURT SQ_N400A,12833.51282051282,13535.153846153846,13604.205128205129,13767.51282051282,14561.48717948718,9333.538461538461,6989.179487179487
422,COURT SQ_R508,8465.307692307691,9081.48717948718,9142.923076923076,9560.28205128205,9407.051282051281,5627.076923076923,4435.666666666667
423,CRESCENT ST_J024,3276.923076923077,3257.846153846154,3454.641025641026,3446.7179487179487,3599.5384615384614,4556.461538461538,4348.410256410257
424,CROWN HTS-UTICA_R625,8160.461538461538,8169.282051282052,8363.205128205129,8469.615384615385,8925.948717948719,7329.461538461538,5773.820512820513
